Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Topic)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Topic)	KC Category (Topic)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	Event Type
22	All Data	8d370737c7da3cfb853d476f9c5d52d8	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:47:46	America/New_York	17	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-8	2	0	CORRECT								AddAssignmentExpression		WhileStatement																		Loops_while		Single-KC		KC14				
23	All Data	b4330c936806a349c6d73b3267782f1e	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:00	America/New_York	4.667	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	3	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
24	All Data	3b1f28f036042cde4d555d07373ad054	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:00	America/New_York	4.667	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	4	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
25	All Data	bc9572853dcb5d077145dc9538af97c4	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:00	America/New_York	4.667	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	5	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
26	All Data	904debde89add11447a0f419e5b296c9	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:15	America/New_York	5	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-8	3	0	INCORRECT								AddAssignmentExpression		WhileStatement																		Loops_while		Single-KC		KC14				
27	All Data	85ccbdcfbdef6417e708b8050bf2b20a	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:15	America/New_York	5	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-8	4	0	INCORRECT								AddAssignmentExpression		WhileStatement																		Loops_while		Single-KC		KC14				
28	All Data	5688c006971f54d422335b420ed9a417	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:15	America/New_York	5	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-8	5	0	INCORRECT								AddAssignmentExpression		WhileStatement																		Loops_while		Single-KC		KC14				
29	All Data	bcb253def908b4566206b277e7c85e6f	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:25	America/New_York	3.333	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	6	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
30	All Data	6ae921d971eea1a7a9e4084c7212021f	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:25	America/New_York	3.333	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	7	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
31	All Data	653948c78b8eea6082d930d5bfd1a010	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:25	America/New_York	3.333	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	8	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
32	All Data	7cd1c6d3e37ba0d6d3abc5e3bac0f877	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:33	America/New_York	2.667	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-8	6	0	INCORRECT								AddAssignmentExpression		WhileStatement																		Loops_while		Single-KC		KC14				
33	All Data	9b9e27120e2b53dc3aabbb33bc5e1974	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:33	America/New_York	2.667	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-8	7	0	INCORRECT								AddAssignmentExpression		WhileStatement																		Loops_while		Single-KC		KC14				
34	All Data	b9d8147086f4dfcc5bb5e007e70bd29c	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:33	America/New_York	2.667	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-8	8	0	INCORRECT								AddAssignmentExpression		WhileStatement																		Loops_while		Single-KC		KC14				
35	All Data	ee99086cc8762985c653550e4c268554	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:34	America/New_York	0.333	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	9	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
36	All Data	59ca2f95fd6c64507ac490e316053c9a	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:34	America/New_York	0.333	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	10	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
37	All Data	5275d285438f0102d9d23e47a4eda349	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:34	America/New_York	0.333	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	11	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
38	All Data	48a67abda94f285ae607ea8909223a36	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:35	America/New_York	0.333	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-8	9	0	INCORRECT								AddAssignmentExpression		WhileStatement																		Loops_while		Single-KC		KC14				
39	All Data	64092ef6ccbec40d278344e6da4a0f05	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:35	America/New_York	0.333	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-8	10	0	INCORRECT								AddAssignmentExpression		WhileStatement																		Loops_while		Single-KC		KC14				
40	All Data	0a24e8dc5939d4ad612a76c20afb0da8	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:35	America/New_York	0.333	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-8	11	1	INCORRECT								AddAssignmentExpression		WhileStatement																		Loops_while		Single-KC		KC14				
41	All Data	9969de522bf8ffa839cfd58c9e4acf53	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:36	America/New_York	0.167	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	12	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
42	All Data	7a2bba78e5671f55bb37ec9482ca0508	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:36	America/New_York	0.167	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	13	0	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
43	All Data	bfc5221be2e0e232157c081c71140bcd	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:36	America/New_York	0.167	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-9	14	1	INCORRECT								PostIncrementExpression		WhileStatement																		Loops_while		Single-KC		KC8				
44	All Data	d93dfbbb3486f56958ef5fc388ea3b30	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:36	America/New_York	0.167	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-11	1	0	INCORRECT								IntDataType		SimpleAssignmentExpression																		Loops_while		Single-KC		KC40				
45	All Data	34f74f6de14aeb425dfd2ae129e30bc0	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:36	America/New_York	0.167	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-11	2	0	INCORRECT								IntDataType		SimpleAssignmentExpression																		Loops_while		Single-KC		KC40				
46	All Data	daa720a9157c96b4ec33163866b5fd71	Stu_0fecbac9c595a6c14ac194fe31085659	207D4	2019-10-01 08:48:36	America/New_York	0.167	ATTEMPT				Loops_while	jWhile3	1	2019-10-01 08:46:59	jWhile3-11	3	1	INCORRECT								IntDataType		SimpleAssignmentExpression																		Loops_while		Single-KC		KC40				
47	All Data	ed08afe259f435a2d90af78bced01eb3	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:12:57	America/New_York	0	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-4	1	1	CORRECT								IntDataType		SimpleAssignmentExpression																		Loops_do_while		Single-KC		KC63				
48	All Data	f3f2e65ebe8222d9ace1765f56299527	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:12:59	America/New_York	2	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-5	1	1	CORRECT								IntDataType		SimpleAssignmentExpression																		Loops_do_while		Single-KC		KC50				
49	All Data	4945dc9b12a354049546efdb83bd903f	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:13:06	America/New_York	7	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-8	1	0	CORRECT								DoStatement		PostIncrementExpression		WhileStatement																Loops_do_while		Single-KC		KC11				
50	All Data	684288836caed03d953eb401f9518cd9	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:13:16	America/New_York	10	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-8	2	0	CORRECT								DoStatement		PostIncrementExpression		WhileStatement																Loops_do_while		Single-KC		KC11				
51	All Data	4a19c6371a47d9b7f81c4704e79277c7	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:13:28	America/New_York	4	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-10	1	0	INCORRECT								AddAssignmentExpression		DoStatement		IfStatement		WhileStatement														Loops_do_while		Single-KC		KC13				
52	All Data	5e4c7000aae6d43e3135aff7da7c7fce	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:13:28	America/New_York	4	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-10	2	0	INCORRECT								AddAssignmentExpression		DoStatement		IfStatement		WhileStatement														Loops_do_while		Single-KC		KC13				
53	All Data	0fe70d1041dd71f433431b868c40ec29	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:13:28	America/New_York	4	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-10	3	0	INCORRECT								AddAssignmentExpression		DoStatement		IfStatement		WhileStatement														Loops_do_while		Single-KC		KC13				
54	All Data	ed4d630b809a1a13c9597f6e133b0f6a	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:13:40	America/New_York	4	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-8	3	0	CORRECT								DoStatement		PostIncrementExpression		WhileStatement																Loops_do_while		Single-KC		KC11				
55	All Data	cb40b2b58f3fbf238a1228e5fff3e53e	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:13:40	America/New_York	4	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-8	4	0	INCORRECT								DoStatement		PostIncrementExpression		WhileStatement																Loops_do_while		Single-KC		KC11				
56	All Data	09b760413de2a1c8a45c888fb51cd11b	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:13:40	America/New_York	4	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-8	5	0	INCORRECT								DoStatement		PostIncrementExpression		WhileStatement																Loops_do_while		Single-KC		KC11				
57	All Data	762d075e2c8d307149dcc224bccbe308	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:13:43	America/New_York	3	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-8	6	0	CORRECT								DoStatement		PostIncrementExpression		WhileStatement																Loops_do_while		Single-KC		KC11				
58	All Data	433ae81956a0e8abd0bdd118aeb727eb	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:14:01	America/New_York	6	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-10	4	0	INCORRECT								AddAssignmentExpression		DoStatement		IfStatement		WhileStatement														Loops_do_while		Single-KC		KC13				
59	All Data	108c78ecf7a616b59dbf7b21287e16de	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:14:01	America/New_York	6	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-10	5	0	INCORRECT								AddAssignmentExpression		DoStatement		IfStatement		WhileStatement														Loops_do_while		Single-KC		KC13				
60	All Data	99217332e474bdc4c869ed9405beea2e	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:14:01	America/New_York	6	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-10	6	1	INCORRECT								AddAssignmentExpression		DoStatement		IfStatement		WhileStatement														Loops_do_while		Single-KC		KC13				
61	All Data	9ea81ea68de22a3dd7d0b1f3ad3d0bc3	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:14:11	America/New_York	5	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-8	7	0	CORRECT								DoStatement		PostIncrementExpression		WhileStatement																Loops_do_while		Single-KC		KC11				
62	All Data	0a4f68b89feb0c8ed09385099224e1b7	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:14:11	America/New_York	5	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-8	8	1	INCORRECT								DoStatement		PostIncrementExpression		WhileStatement																Loops_do_while		Single-KC		KC11				
63	All Data	ce85cabf7fa267cc26b0413df8d3f3d5	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:15:07	America/New_York	28	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-14	1	0	CORRECT								PostDecrementExpression		WhileStatement																		Loops_do_while		Single-KC		KC49				
64	All Data	8cb0e762e3b9ed418fffdf01b81bf5bf	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:15:07	America/New_York	28	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-14	2	0	INCORRECT								PostDecrementExpression		WhileStatement																		Loops_do_while		Single-KC		KC49				
65	All Data	0ce42513c3e0a871ab162a3cf9515de6	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:15:10	America/New_York	3	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-14	3	0	CORRECT								PostDecrementExpression		WhileStatement																		Loops_do_while		Single-KC		KC49				
66	All Data	4d8cf2e8e636d1d12f686b9e15a15d7d	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:15:18	America/New_York	2.667	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-16	1	0	INCORRECT								AddAssignmentExpression		IfStatement		WhileStatement																Loops_do_while		Single-KC		KC52				
67	All Data	d1266adbd192bba1b032e0d7278feaf3	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:15:18	America/New_York	2.667	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-16	2	0	INCORRECT								AddAssignmentExpression		IfStatement		WhileStatement																Loops_do_while		Single-KC		KC52				
68	All Data	da78be34d7346d2a66969d5d061d17f8	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:15:18	America/New_York	2.667	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-16	3	0	INCORRECT								AddAssignmentExpression		IfStatement		WhileStatement																Loops_do_while		Single-KC		KC52				
69	All Data	8aadcb96ccf523fa5885f4bc80d06795	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:15:22	America/New_York	4	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-14	4	0	CORRECT								PostDecrementExpression		WhileStatement																		Loops_do_while		Single-KC		KC49				
70	All Data	8e1aa2b97fdb6d1d2c28d55dbfdf9af5	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:15:23	America/New_York	1	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-14	5	0	CORRECT								PostDecrementExpression		WhileStatement																		Loops_do_while		Single-KC		KC49				
71	All Data	91502546e94e86c6da2cf9b4f1fbe60a	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:15:25	America/New_York	2	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-14	6	1	CORRECT								PostDecrementExpression		WhileStatement																		Loops_do_while		Single-KC		KC49				
72	All Data	e84cc70dfb08e6f544023249d7a343a2	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:15:33	America/New_York	8	ATTEMPT				Loops_do_while	jDowhile8	1	2019-10-01 14:12:57	jDowhile8-16	4	1	CORRECT								AddAssignmentExpression		IfStatement		WhileStatement																Loops_do_while		Single-KC		KC52				
73	All Data	7519dc819767af6c868f95d068176273	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:17:41	America/New_York	128	ATTEMPT				Loops_for	jFor2	1	2019-10-01 14:15:33	jFor2-4	1	1	CORRECT								IntDataType		SimpleAssignmentExpression																		Loops_for		Single-KC		KC69				
74	All Data	ed95c5664c2b4ca030c789e8c723ba5b	Stu_0fecbac9c595a6c14ac194fe31085659	C5FF4	2019-10-01 14:17:45	America/New_York	4	ATTEMPT				Loops_for	jFor2	1	2019-10-01 14:15:33	jFor2-5	1	0	CORRECT								ForStatement		IntDataType		LessExpression		PostIncrementExpression		SimpleAssignmentExpression												Loops_for		Single-KC		KC3				
